Id	Name	Formula	EC
R10406		C20586 <=> C20528	
R10407		C03752 + C04261 <=> C20589 + C00615	2.7.1.69
R01781	1,2-Ethanediol:NAD+ oxidoreductase	C01380 + C00003 <=> C00266 + C00004 + C00080	1.1.1.77
R01780	Succinyl-CoA:3-oxo-acid CoA-transferase	C00091 + C01656 <=> C00042 + C00264	2.8.3.5
R01782	2-dehydro-3-deoxy-D-pentonate glycolaldehyde-lyase (pyruvate-forming)	C03826 <=> C00022 + C00266	4.1.2.28
R01785	L-xylulose 1-phosphate glycolaldehyde-lyase (glycerone-phosphate-forming)	C06441 <=> C00111 + C00266	4.1.2.19
R01784	2-dehydro-3-deoxy-L-pentonate glycolaldehyde-lyase (pyruvate-forming)	C00684 <=> C00022 + C00266	4.1.2.18
R01787	D-Glucitol:NADP+ 1-oxidoreductase	C00794 + C00006 <=> C00267 + C00005 + C00080	1.1.1.21
R01786	ATP:alpha-D-glucose 6-phosphotransferase	C00002 + C00267 <=> C00008 + C00668	2.7.1.1         2.7.1.2
R05099	6-oxohexanoate:NADP oxidoreductase	C06102 + C00006 + C00001 <=> C06104 + C00005 + C00080	1.2.1.4         1.2.1.63
R05098		C03241 <=> C06102	
R06155		G10615 + G00037 <=> G10620 + G00046	2.4.1.65
R05090		C06070 <=> C06071	
R05092	ent-Copalyl-diphosphate diphosphate-lyase	C06089 <=> C06090 + C00013	4.2.3.19
R05097	(gibberellin-44),2-oxoglutarate:oxygen oxidoreductase	C06094 + C00026 + C00007 <=> C06095 + C00042 + C00011	1.14.11.12
R07621		G10610 + G13026 <=> G10619 + G13028	2.4.1.-
R07622		G10610 + G00015 <=> G10619 + G10818	2.4.1.-
R07623		G10610 + G00015 <=> G10619 + G13030	2.4.1.-
R07031		C14815 + C00001 <=> C06314	3.3.2.-
R06154	methylamine:oxygen oxidoreductase (deaminating) (copper-containing)	C00218 + C00007 + C00001 <=> C00067 + C00014 + C00027	1.4.3.21
R07032		C14815 + C00001 <=> C06315	3.3.2.-
R07035	Glutathione: 15-HPETE oxidoreductase	2 C00051 + C05966 <=> C00127 + C04742 + C00001	1.11.1.9
R07034	Glutathione: 5-HPETE oxidoreductase	2 C00051 + C05356 <=> C00127 + C04805 + C00001	1.11.1.9
R07037	Hepoxilin B3 hydrolase	C14810 + C00001 <=> C14811	3.3.2.-
R07036	Hepoxilin A3 hydrolase	C14808 + C00001 <=> C14809	3.3.2.7
R07039	12-HPETE hydroxymutase	C05965 <=> C14808	5.4.4.-
R07038	Arachidonate: oxygen 12-oxidoreductase	C00219 + C00007 <=> C14812	1.13.11.-
R07785		C16248 <=> C16249	
R07784		C16247 <=> C16248	
R07783		C03925 <=> C16247	
R07782		C16246 + C00001 <=> C03925 + C00014	3.5.1.-
R07781	2-maleylacetate:NAD+ oxidoreductase	C16249 + C00004 + C00080 <=> C02222 + C00003 + C01324	1.3.1.32
R07780	3,5-dibromo-4-hydroxybenzamide hydro-lyase (nitrile-forming)	C04178 + C00001 <=> C16246	4.2.1.84
R06624	3,5-dihydroxyphenylacetyl-CoA:oxygen oxidoreductase (3,5-dihydroxyphenylglyoxylate-forming)	C12324 + C00007 <=> C12325 + C00010	1.13.11.80
R07628		G10609 + G00031 <=> G10619 + G00032	2.4.1.-
R07629	3-oxo-3-ureidopropanoate amidohydrolase (urea- and malonate-forming)	C15607 + C00001 <=> C00383 + C00086	3.5.1.95
R06924		C14096 + C00007 + C00001 <=> C14097 + C00027	1.2.3.-
R06925		C14097 <=> C00805 + C00011	4.1.1.-
R06926		C14098 + C00007 + C00004 + C00080 <=> C02909 + C00003 + C00001	1.14.13.-
R06927	(2-naphthyl)methanol:NAD+ oxidoreductase	C02909 + C00003 <=> C14099 + C00004 + C00080	1.1.1.1
R06920		C14092 <=> C14093	1.1.-.-
R06921		C14093 + C00007 <=> C14094	1.13.-.-
R05329	Spermidine:eIF5A-lysine 4-aminobutyltransferase (propane-1,3-diamine-forming)	C07281 + C00315 <=> C07282 + C00986	2.5.1.46
R05328	ADP-alpha-D-glucose:sn-glycerol-3-phosphate 2-alpha-D-glucopyranosyltransferase	C00498 + C00093 <=> C10517 + C00008	2.4.1.213
R05327		n C00043 + n C00167 <=> C00518 + 2n C00015	2.4.1.212
R05326	beta-D-Galactopyranosyl-(13)-N-acetyl-D-hexosamine:phosphate galactosyltransferase	C06372 + C00009 <=> C00446 + C00140	2.4.1.211
R05325	UDP-glucose:limonin glucosyltransferase	C00029 + C03514 <=> C06740 + C00015	2.4.1.210
R05324	UDPglucose:cis-p-coumarate beta-D-glucosyltransferase	C00029 + C06738 <=> C06739 + C00015	2.4.1.209
R03251	7,8-dihydro-7,8-dihydroxykynurenate:NAD+ oxidoreductase	C01249 + C00003 <=> C01111 + C00004 + C00080	1.3.1.18
R05322	n-tetradecanoyl-CoA, NADH:O2 oxidoreductase [11-(Z) desaturating]	C02593 + C00004 + C00007 + C00080 <=> C06737 + C00003 + 2 C00001	
R05321	n-tetradecanoyl-CoA, NADPH2:O2 oxidoreductase [11-(E) desaturating]	C02593 + C00004 + C00007 + C00080 <=> C06736 + C00003 + 2 C00001	
R05320	Taurine, 2-oxoglutarate:O2 oxidoreductase (sulfite-forming)	C00245 + C00026 + C00007 <=> C00094 + C06735 + C00042 + C00011	1.14.11.17
R06259		G10617 + G10595 <=> G10622 + G10596	2.4.1.259
R07255	malonyl-CoA:anthocyanidin-3-O-beta-D-glucoside 6''-O-malonyltransferase	C00083 + C15539 <=> C00010 + C15540	2.3.1.171
R08567	(S)-3-methyl-2-oxopentanoate:ferredoxin oxidoreductase (decarboxylating; CoA-2-methylbutanoylating)	C00671 + C00010 + 2 C00139 <=> C15980 + C00011 + 2 C00138 + C00080	1.2.7.7
R07257	GDP-mannose:undecaprenyl-phosphate D-mannosyltransferase	C00096 + C17556 <=> C00035 + C15542	2.4.1.54
R07256	NDP-glucose:D-fructose 2-alpha-D-glucosyltransferase	C15541 + C10906 <=> C00454 + C00089	2.4.1.13
R07251	acyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- and enoyl-reducing, thioester-hydrolysing)	C00024 + 8 C00083 + 11 C00005 + 11 C00080 + C00019 <=> C15536 + 9 C00010 + 8 C00011 + 11 C00006 + C00021 + 6 C00001	2.3.1.161
R07250	malonyl-CoA:N-methylanthraniloyl-CoA malonyltransferase (cyclizing)	3 C00083 + C12092 <=> 4 C00010 + C12093 + 3 C00011 + C00001	2.3.1.159
R07253	acyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl-reducing, thioester-hydrolysing and cyclizing)	C00024 + 3 C00083 + C00005 + C00080 <=> C02657 + 4 C00010 + 3 C00011 + C00006 + C00001	2.3.1.165
R07252	acetyl-CoA:taxan-10beta-ol O-acetyltransferase	C00024 + C15538 <=> C00010 + C15537	2.3.1.163
R08715	chitosan exo-1,4-beta-D-glucosaminidase;	C00734(n+1) + C00001 <=> C00734(n) + C00329	3.2.1.165
R03250		C01110 + C00086 <=> C03771 + C00001	
R07259	UDP-N-acetyl-D-glucosamine:beta-D-mannosyl-glycoprotein 4-beta-N-acetyl-D-glucosaminyltransferase	C00043 + C04942 <=> C00015 + C15544	2.4.1.144
R07258	UDP-N-acetyl-D-glucosamine:6-(alpha-D-mannosyl)-beta-D-mannosyl-glycoprotein 2-beta-N-acetyl-D-glucosaminyltransferase	C00043 + C15543 <=> C00015 + C04944	2.4.1.143
R08568	L-aspartate 4-semialdehyde:1-deoxy-D-threo-hexo-2,5-diulose 6-phosphate methylglyoxaltransferase	C00441 + C16848 <=> C16850 + C16849	2.2.1.10
R08569	2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate:NAD+ oxidoreductase (deaminating)	C16850 + C00001 + C00003 <=> C00944 + C00014 + C00004 + C00080	1.4.1.24
R08717		G00309 + C00001 <=> G00319 + C00159	3.2.1.24
R08716	cobalt-precorrin 3 dehydrogenase	C17401 <=> C11539	
R07404	5-amino-1-(5-phospho-D-ribosyl)imidazole:carbon-dioxide ligase (ADP-forming)	C00002 + C03373 + C00288 <=> C00008 + C00009 + C15667	6.3.4.18
R07405	5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole carboxymutase	C15667 <=> C04751	5.4.99.18
R07406		C07335 <=> C11638 + C00011	1.1.1.262
R07407	L-aspartate:NADP+ oxidoreductase (deaminating)	C00049 + C00006 <=> C05840 + C00005 + C00080	1.4.1.21
R07400	cephalosporin C:oxygen oxidoreductase (deaminating)	C00916 + C00001 + C00007 <=> C04712 + C00014 + C00027	1.4.3.3
R07401		C04712 + C00027 <=> C15666 + C00011 + C00001	
R07150	dTDP-D-galactose:NADP+ 6-oxidoreductase	C02097 + 2 C00006 + C00001 <=> C03034 + 2 C00005 + 2 C00080	1.1.1.186
R09401	L-glutamate:coenzyme gamma-F420-2 (ADP-forming)	C00002 + C00876 + C00025 <=> C00008 + C19151 + C00009	6.3.2.32
R07403	indole,NADPH:oxygen oxidoreductase (2-hydroxylating)	C00463 + C00005 + C00080 + C00007 <=> C12312 + C00006 + C00001	1.14.13.137
R09666	GDP-mannose:D-glycerate 2-alpha-D-mannosyltransferase	C00096 + C00258 <=> C00035 + C11544	2.4.1.269
R09667	GDP-mannose:2-O-(alpha-D-glucosyl)-3-phospho-D-glycerate 2-O-alpha-D-mannosyltransferase	C00096 + C19791 <=> C00035 + C19793	2.4.1.270
R09665	ADP-glucose:D-glycerate 2-alpha-D-glucosyltransferase	C00498 + C00258 <=> C19792 + C00008	2.4.1.268
R09662	flavin:NAD+ oxidoreductase	C19790 + C00003 <=> C00176 + C00004 + C00080	1.5.1.36
R09663	NDP-glucose:3-phospho-D-glycerate 2-alpha-D-glucosyltransferase	C15541 + C00197 <=> C00454 + C19791	2.4.1.266
R09660	S-methyl-5'-thioadenosine amidohydrolase	C00170 + C00001 <=> C19787 + C00014	3.5.4.31
R09368		C18870 + C00051 <=> C18871 + C00127	
R03254	phosphoenolpyruvate:D-arabinose-5-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming);	C04478 + C00009 <=> C00074 + C01112 + C00001	2.5.1.55
R03556	7-deoxyloganin,NADPH:oxygen oxidoreductase (7a-hydroxylating)	C06071 + C00005 + C00080 + C00007 <=> C01433 + C00006 + C00001	1.14.13.74
R06077		G10481(n+1) + C00001 <=> G10481(n) + C00221	3.2.1.21
R06074		C04150 + G10509(n) <=> C02970 + G10509(n+1)	2.4.1.199
R03555	loganin:oxygen oxidoreductase (ring cleaving)	C01433 + C00005 + C00080 + C00007 <=> C01852 + C00006 + 2 C00001	1.3.3.9
R06072	UDP-D-galacturonate:1,4-alpha-poly-D-galacturonate 4-alpha-D-galacturonosyltransferase	G10506(n) + G11110 <=> G10506(n+1) + G10619	2.4.1.43
R06073	UDP-glucose:D-fructose-6-phosphate 2-alpha-D-glucosyltransferase	G10608 + C00085 <=> G10619 + G10508	2.4.1.14
R06070		G00249 + C00001 <=> C00124 + G00370	3.2.1.22
R03551		C01424 + C00132 <=> C05616 + C00001	
R01764	benzoylformate carboxy-lyase (benzaldehyde-forming)	C02137 <=> C00261 + C00011	4.1.1.7
R06078		G10477(n+1) + C00001 <=> G10477(n) + C00267	3.2.1.58
R06079		C00031 + G10499(n+1) <=> G00370 + G10499(n)	2.4.1.10
R02979		C00836 + C00016 <=> C01352 + C00319	1.3.99.-
R02978	Sphinganine:NADP+ 3-oxidoreductase	C00836 + C00006 <=> C02934 + C00005 + C00080	1.1.1.102
R02973	(R)-pantetheine amidohydrolase	C00831 + C00001 <=> C00864 + C01678	3.5.1.92
R02972	N-((R)-Pantothenoyl)-L-cysteine carboxy-lyase	C04079 <=> C00831 + C00011	4.1.1.30
R02971	ATP:pantothenate 4'-phosphotransferase	C00002 + C00831 <=> C00008 + C01134	2.7.1.33        2.7.1.34
R02970	L-Alanine:oxomalonate aminotransferase	C00022 + C00872 <=> C00041 + C00830	2.6.1.47
R02976	ATP:sphinganine 1-phosphotransferase	C00002 + C00836 <=> C00008 + C01120	2.7.1.91
R02975	7,8-Dihydrobiopterin:NADP+ oxidoreductase	C02953 + C00006 <=> C00835 + C00005 + C00080	1.1.1.153
R02974	Sepiapterin aminohydrolase	C00835 + C00001 <=> C02333 + C00014	3.5.4.24
R04789		C05416 + C00007 + C00005 + C00080 <=> C05417 + C00006 + C00001	1.14.13.-
R04786	15-cis-phytoene:plastoquinone oxidoreductase	C05413 + C00028 <=> C05414 + C00030	1.3.5.5
R04787	15-cis-phytoene:acceptor oxidoreductase	C05414 + C00028 <=> C05430 + C00030	1.3.5.5         1.3.99.28       1.3.99.29       1.3.99.30
R04784		C04575 + C00001 <=> C05412 + C00011	4.1.1.-
R04785	L-Dehydroascorbate lactonohydrolase	C05422 + C00001 <=> C04575	3.1.1.17
R04782	Reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing)	C05360 + 2 C05359 + 2 C00080 <=> C05361	1.18.6.1
R04783	3-Ketolactose galactohydrolase	C05403 + C00001 <=> C05394 + C00221	3.2.1.23
R04780	beta-D-Fructose 1,6-bisphosphate 1-phosphohydrolase	C05378 + C00001 <=> C05345 + C00009	3.1.3.11
R04781	4-Carboxy-4-hydroxy-2-oxoadipate hydro-lyase	C04115 <=> C05364 + C00001	4.2.1.80
R06313	9alpha-Copalyl-diphosphate diphosphate-lyase (aphidicolan-16beta-ol-forming)	C11902 + C00001 <=> C11890 + C00013	4.2.3.42
R06312	9alpha-Copalyl-diphosphate lyase (decyclizing)	C00353 <=> C11902	5.5.1.14
R06311	Acetyl-CoA:taxan-10beta-ol O-transferase	C11700 + C00024 <=> C11900 + C00010	2.3.1.167
R06310	Benzoyl-CoA:taxan-2alpha-ol O-benzoyltransferase	C11899 + C00512 <=> C11700 + C00010	2.3.1.166
R06317		C11891 <=> C06088	
R06316		C11890 <=> C06088	
R06315		C11902 <=> C11892	
R06314		C11902 <=> C11891	
R08399		C00341 <=> C09848	
R06319		C20151 <=> C11899	
R06318		C11897 <=> C11899	
R08398		C00341 <=> C01499	
R08823	1-O-feruloyl-beta-D-glucose:betanin feruloyltransferase	C08540 + C17759 <=> C08552 + C00031	2.3.1.-
R05070	(R)-2,3-Dihydroxy-3-methylpentanoate hydro-lyase	C06007 <=> C00671 + C00001	4.2.1.9
R08822	UDP-glucose:betanidin 5-O-beta-D-glucosyltransferase	C08539 + C00029 <=> C08540 + C00015	2.4.1.-
R08821		C05604 + C08538 <=> C08539 + C00001	
R10483		C03686 <=> C16755	
R08820		C17751 + C08538 <=> C08540 + C00001	
R08827		C00355 + C08538 <=> C08543 + C00001	
R08826	portulacaxanthin-II,dopaxanthin:oxygen oxidoreductase	C08565 + C00007 + C08543 <=> C08543 + C00001 + C17753	1.14.18.-
R08393		C00341 <=> C09871	
R08392		C00777 + C00005 + C00080 + C00007 <=> C16677 + C00006 + C00001	1.14.13.-       1.14.14.1
R02209	20alpha-Hydroxy-4-pregnen-3-one:NADP+ 20-oxidoreductase	C04042 + C00006 <=> C00410 + C00005 + C00080	1.1.1.149
R02208	5alpha-pregnane-3,20-dione:NADP+ delta4-oxidoreductase	C03681 + C00006 <=> C00410 + C00005 + C00080	1.3.1.22
R05521	erythromycin-B,NADPH:oxygen oxidoreductase (12-hydroxylating)	C06653 + C00005 + C00080 + C00007 <=> C01912 + C00006 + C00001	1.14.13.154
R02200	Valine:(S)-3-methyl-2-oxopentanoate aminotransferase	C00183 + C00671 <=> C00141 + C00407	2.6.1.32
R02203	L-pipecolate:NADP+ 2-oxidoreductase	C00408 + C00006 <=> C04092 + C00005 + C00080	1.5.1.1         1.5.1.21
R05522	erythromycin-D,NADPH:oxygen oxidoreductase (12-hydroxylating)	C06633 + C00005 + C00080 + C00007 <=> C06616 + C00006 + C00001	1.14.13.154
R02205	L-Pipecolate:(acceptor) 1,6-oxidoreductase	C00408 + C00016 <=> C01352 + C00450	1.5.99.3
R02204	L-Pipecolate:oxygen 1,6-oxidoreductase	C00408 + C00007 <=> C00450 + C00027	1.5.3.7
R05527	dTDP-4-oxo-2,6-dideoxy-D-glucose 5-epimerase	C11922 <=> C06622	5.1.3.-
R05526	dTDP-4-oxo-2,6-dideoxy-D-glucose:NADP+ 3-oxidoreductase	C06620 + C00005 + C00080 <=> C11922 + C00006	1.1.1.384
R09206		C18279 + C00007 <=> C18277	1.13.11.-
R10485	malonyl-CoA:(S)-1-pyrroline-5-carboxylate malonyltransferase (cyclizing)	C00083 + C03912 + C00001 <=> C00010 + C17366 + C00011	2.3.1.226
R10879	mycinamicin-IV,NADPH:oxygen oxidoreductase (12,13-epoxidizing)	C18846 + C00005 + C00007 + C00080 <=> C18845 + C00006 + C00001	1.14.13.-
R10878	mycinamicin-V,NADPH:oxygen oxidoreductase (12,13-epoxidizing)	C18847 + C00005 + C00007 + C00080 <=> C15680 + C00006 + C00001	1.14.13.-
R10659	CTP:phytol O-phosphotransferase	C00063 + C01389 <=> C00112 + C20764	2.7.1.182
R10658	S-adenosyl-L-methionine:3-O-phospho-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-alpha-diphospho-ditrans,octacis-undecaprenol 3-phospho-methyltransferase	C00019 + C20762 <=> C00021 + C20763	2.1.1.294
R10655	3'-phosphoadenylyl-sulfate:desulfo-A47934 sulfotransferase	C00053 + C20759 <=> C00054 + C12016	2.8.2.36
R10654	S-adenosyl-L-methionine:[ribosomal protein S12]-3-thioaspartate S-methyltransferase	C20757 + C00019 <=> C20758 + C00021	2.8.4.4
R10657	ATP:alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol 3-phosphotransferase	C00002 + C20761 <=> C00008 + C20762	2.7.1.181
R10656	20-oxo-5-O-beta-mycaminosyltylactone,NADPH:oxygen oxidoreductase (23-hydroxylating)	C20760 + C00005 + C00080 + C00007 <=> C12002 + C00006 + C00001	1.14.13.186
R10651		C20754 + C00019 <=> C20752 + C00021	2.8.4.5
R10650		C20751 + C17023 + C00019 <=> C20754 + C00073 + C05198	2.8.4.5
R10653		C20756 + C17023 + C00019 <=> C20757 + C00073 + C05198	2.8.4.4
R10652	[ribosomal protein S12]-L-aspartate:sulfur-donor,S-adenosyl-L-methionine C3-methylthiotransferase	C20756 + C17023 + 2 C00019 <=> C20758 + C00021 + C00073 + C05198	2.8.4.4
R01572	Nucleotide phosphohydrolase	C00215 + C00001 <=> C00801 + C00009	3.1.3.31
R01573	ATP:D-arabinose 5-phosphotransferase	C00002 + C00216 <=> C00008 + C01112	2.7.1.54
R01570	thymidine:phosphate deoxy-alpha-D-ribosyltransferase	C00214 + C00009 <=> C00178 + C00672	2.4.2.2         2.4.2.4
R01571	AMP:thymidine 5'-phosphotransferase	C00020 + C00214 <=> C00212 + C00364	2.7.1.114
R01576	3-deoxy-D-manno-octulosonate D-arabinose-lyase (pyruvate-forming)	C01187 <=> C00022 + C00216	4.1.2.23
R01577	D-arabinose aldose-ketose-isomerase	C00216 <=> C00309	5.3.1.3
R01574	D-Arabinose:NAD+ 1-oxidoreductase	C00216 + C00003 <=> C00652 + C00004 + C00080	1.1.1.116       1.1.1.117
R01575	D-Arabinose:NADP+ 1-oxidoreductase	C00216 + C00006 <=> C00652 + C00005 + C00080	1.1.1.117
R01578		C00217 + C00012 <=> C02671	
R01579	D-Glutamine amidohydrolase	C00819 + C00001 <=> C00217 + C00014	3.5.1.2         3.5.1.35        3.5.1.38
R09902	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (sesquithujene-forming)	C00448 <=> C20178 + C00013	4.2.3.102
R05662	UDP-N-acetyl-D-glucosamine:N-acetyl-alpha-D-muramyl(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase	C04851 + C00043 <=> C05893 + C00015	2.4.1.227
R05663		C07214 + C00006 + C00001 <=> C07215 + C00005 + C00080	1.2.1.7         1.2.1.28
R05661	ATP:5-dehydro-2-deoxy-D-gluconate 6-phosphotransferase	C06892 + C00002 <=> C06893 + C00008	2.7.1.92
R05666		C01455 <=> C01468	
R09901	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (7-epi-sesquithujene-forming)	C00448 <=> C20177 + C00013	4.2.3.101
R05664		C07209 + C00006 + C00001 <=> C07211 + C00005 + C00080	1.2.1.7         1.2.1.28
R05665		C07211 + C00004 + C00007 + C00080 <=> C06720 + C00003	1.14.12.-
R05668		C00002 + C00003 <=> C07024 + C00004 + C00080	1.-.-.-
R05669		C07024 <=> C07025 + C00013	3.-.-.-
R07800		C16262 + C00001 <=> C16263 + 2 C00080	1.3.-.-
R07801		C16263 + C00007 <=> C16264	1.13.-.-
R07802		C16264 + C00001 <=> C01606 + C00596	3.7.1.-
R07803		C07728 <=> C00090	
R07804		C07721 <=> C07717 + 2 C00080	1.3.1.-
R07805	keratan sulfate 1,4-beta-D-galactanohydrolase	C00573 + C00001 <=> C00573 + G01945	3.2.1.103
R07806	N-acetyl-D-galactosamine 6-sulfate 6-sulfohydrolase	G01945 + C00001 <=> G01977 + C00059	3.1.6.4
R07807		G01977 + C00001 <=> G13073 + C00124	3.2.1.23
R07808	N-acetyl-D-glucosamine-6-sulfate 6-sulfohydrolase	G13073 + C00001 <=> G13074 + C00059	3.1.6.14
R07809		G13074 + C00001 <=> G01391 + C00140	3.2.1.52
R01316	phosphatidylcholine 1-acylhydrolase	C00157 + C00001 <=> C04233 + C00162	3.1.1.32
R01317	phosphatidylcholine 2-acylhydrolase	C00157 + C00001 <=> C04230 + C00219	3.1.1.4
R01314	Phosphatidylcholine 1-acylhydrolase	C00157 + C00001 <=> C04233 + C00060	3.1.1.32
R01315	phosphatidylcholine 2-acylhydrolase	C00157 + C00001 <=> C04230 + C00162	3.1.1.4
R01312	Phosphatidylcholine cholinephosphohydrolase	C00157 + C00001 <=> C00641 + C00588	3.1.4.3
R01313	Phosphatidylcholine 2-acylhydrolase	C00157 + C00001 <=> C04230 + C00060	3.1.1.4
R01310	phosphatidylcholine phosphatidohydrolase	C00157 + C00001 <=> C00416 + C00114	3.1.4.4
R01318	Acyl-CoA:1-acyl-sn-glycero-3-phosphocholine O-acyltransferase	C00040 + C04230 <=> C00010 + C00157	2.3.1.23
R01319	Acyl-CoA:2-acyl-sn-glycero-3-phosphocholine O-acyltransferase	C00040 + C04233 <=> C00010 + C00157	2.3.1.62
R08067		C16431 <=> C16447	
R08066		C16427 + C03024 + C00007 <=> C16431 + C03161 + C00001	
R08065		C16430 <=> C16445	
R08064		C16429 + C00001 <=> C16430 + C00009	
R03039	L-alanyl-tRNA(Ala):phosphatidylglycerol alanyltransferase	C00886 + C00344 <=> C01635 + C04372	2.3.2.11
R03038	L-Alanine:tRNA(Ala) ligase (AMP-forming)	C00002 + C00041 + C01635 <=> C00020 + C00013 + C00886	6.1.1.7
R03035	ATP:pantetheine-4'-phosphate adenylyltransferase	C00002 + C01134 <=> C00013 + C00882	2.7.7.3
R03034	D-Galactono-1,4-lactone hydroxyacylhydrolase	C03383 + C00001 <=> C00880	3.1.1.25
R03037	Isochorismate pyruvate-hydrolase	C00885 + C00001 <=> C04171 + C00022	3.3.2.1
R03036	Dephospho-CoA nucleotidohydrolase	C00882 + C00001 <=> C01134 + C00020	3.6.1.9
R03031	vinylacetyl-CoA Delta3-Delta2-isomerase	C02331 <=> C00877	5.3.3.3
R03030	L-3-aminobutyryl-CoA ammonia-lyase	C05231 <=> C00877 + C00014	4.3.1.14
R03033	D-galactonate hydro-lyase	C00880 <=> C01216 + C00001	4.2.1.6         4.2.1.140
R03032	D-Arabinonate hydro-lyase	C00878 <=> C03826 + C00001	4.2.1.5
R00049	1-O-galloyl-beta-D-glucose:1-O-galloyl-beta-D-glucose O-galloyltransferase	2 C01158 <=> C00031 + C04101	2.3.1.90
R00048	(R)-3-((R)-3-Hydroxybutanoyloxy)-butanoate hydroxybutanoylhydrolase	C04546 + C00001 <=> 2 C01089	3.1.1.22
R09578	L-phenylalanine,NADPH:oxygen oxidoreductase (N-hydroxylating)	C00079 + 2 C00007 + 2 C00005 + 2 C00080 <=> C19714 + 2 C00006 + C00011 + 3 C00001	1.14.13.124
R09579	L-phenylalanine,NADPH:oxygen oxidoreductase (N-hydroxylating)	C00079 + C00007 + C00005 + C00080 <=> C19712 + C00006 + C00001	1.14.13.124
R00041	long-chain-alcohol:oxygen oxidoreductase	2 C00339 + C00007 <=> 2 C00609 + 2 C00001	1.1.3.20
R09573	5-epiaristolochene,NADPH:oxygen oxidoreductase (1- and 3-hydroxylating)	C19708 + 2 C00005 + 2 C00080 + 2 C00007 <=> C09627 + 2 C00006 + 2 C00001	1.14.13.119
R00043	1,2-bis(4-hydroxy-3-methoxyphenyl)ethylene:oxygen oxidoreductase (alpha-beta-bond-cleaving)	C04547 + C00007 <=> 2 C00755	1.13.11.43
R00042	4-hydroxyphenylpyruvate:oxygen oxidoreductase (decarboxylating)	2 C01179 + C00007 <=> 2 C00642 + 2 C00011	1.2.3.13
R00045	3,4-dihydroxy-L-phenylalanine:oxygen oxidoreductase	C00007 + 2 C00355 <=> 2 C00822 + 2 C00001	1.10.3.1        1.14.18.1
R00044	columbamine:oxygen oxidoreductase (cyclizing)	2 C01795 + C00007 <=> 2 C00757 + 2 C00001	1.21.3.2
R00047	6-hydroxynicotinate,hydrogen-donor:oxygen oxidoreductase (3-hydroxylating, decarboxylating)	C00007 + C01020 + C00030 <=> C01059 + C00011 + C00028 + C00001	1.14.99.-
R09575	germacra-1(10),4,11(13)-trien-12-oate,NADPH:oxygen oxidoreductase (6alpha-hydroxylating)	C19678 + C00005 + C00080 + C00007 <=> C09382 + C00006 + 2 C00001	1.14.13.120
R08762	2-aminophenol:oxygen oxidoreductase	2 C01987 + C00007 <=> 2 C17500 + 2 C00001	1.10.3.4
R04209	1-(5-phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate carboxy-lyase	C04751 <=> C03373 + C00011	4.1.1.21
R04208	2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming)	C00002 + C04640 <=> C00008 + C00009 + C03373	6.3.3.1
R08084		C09849 + C00006 <=> C09848 + C00005 + C00080	1.1.1.183
R04203	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase	C04405 + C00003 <=> C03344 + C00004 + C00080	1.1.1.35        1.1.1.178
R04202	Bis(2-ethylhexyl)phthalate acylhydrolase	C03690 + C00001 <=> C03343 + C02498	3.1.1.60
R04201	D-threo-2,4-diaminopentanoate:NADP+ oxidoreductase(deaminating)	C03943 + C00006 + C00001 <=> C03341 + C00005 + C00014 + C00080	1.4.1.12
R04200	D-threo-2,4-diaminopentanoate:NAD+ oxidoreductase (deaminating)	C03943 + C00001 + C00003 <=> C03341 + C00014 + C00004 + C00080	1.4.1.12
R04206	3-Phospho-D-erythronate hydro-lyase	C03356 <=> C04309 + C00001	4.2.1.11
R04205	(E)-2-Methylcrotonoyl-CoA :13-hydroxylupinine O-2-methylcrotonoyltransferase	C03345 + C02621 <=> C00010 + C04170	2.3.1.93
